period,number,color,date_folder
20250411100052849,0,red / violet,12-04-2025
20250411100052848,2,red,12-04-2025
20250411100052847,8,red,12-04-2025
20250411100052846,1,green,12-04-2025
20250411100052845,1,green,12-04-2025
20250411100052844,2,red,12-04-2025
20250411100052843,5,green / violet,12-04-2025
20250411100052842,4,red,12-04-2025
20250411100052841,5,green / violet,12-04-2025
20250411100052840,2,red,12-04-2025
20250411100052839,3,green,12-04-2025
20250411100052838,9,green,12-04-2025
20250411100052837,5,green / violet,12-04-2025
20250411100052836,8,red,12-04-2025
20250411100052835,0,red / violet,12-04-2025
20250411100052834,3,green,12-04-2025
20250411100052833,0,red / violet,12-04-2025
20250411100052832,6,red,12-04-2025
20250411100052831,9,green,12-04-2025
20250411100052830,6,red,12-04-2025
20250411100052829,4,red,12-04-2025
20250411100052828,0,red / violet,12-04-2025
20250411100052827,3,green,12-04-2025
20250411100052826,9,green,12-04-2025
20250411100052825,3,green,12-04-2025
20250411100052824,1,green,12-04-2025
20250411100052823,8,red,12-04-2025
20250411100052822,4,red,12-04-2025
20250411100052821,2,red,12-04-2025
20250411100052820,6,red,12-04-2025
20250411100052819,8,red,12-04-2025
20250411100052818,6,red,12-04-2025
20250411100052817,1,green,12-04-2025
20250411100052816,1,green,12-04-2025
20250411100052815,5,green / violet,12-04-2025
20250411100052814,8,red,12-04-2025
20250411100052813,6,red,12-04-2025
20250411100052812,0,red / violet,12-04-2025
20250411100052811,0,red / violet,12-04-2025
20250411100052810,5,green / violet,12-04-2025
20250411100052809,8,red,12-04-2025
20250411100052808,4,red,12-04-2025
20250411100052807,3,green,12-04-2025
20250411100052806,9,green,12-04-2025
20250411100052805,9,green,12-04-2025
20250411100052804,2,red,12-04-2025
20250411100052803,2,red,12-04-2025
20250411100052802,2,red,12-04-2025
20250411100052801,6,red,12-04-2025
20250411100052800,6,red,12-04-2025
20250411100052799,5,green / violet,12-04-2025
20250411100052798,1,green,12-04-2025
20250411100052797,4,red,12-04-2025
20250411100052796,7,green,12-04-2025
20250411100052795,6,red,12-04-2025
20250411100052794,2,red,12-04-2025
20250411100052793,8,red,12-04-2025
20250411100052792,3,green,12-04-2025
20250411100052791,1,green,12-04-2025
20250411100052790,8,red,12-04-2025
20250411100052789,4,red,12-04-2025
20250411100052788,8,red,12-04-2025
20250411100052787,4,red,12-04-2025
20250411100052786,6,red,12-04-2025
20250411100052785,6,red,12-04-2025
20250411100052784,5,green / violet,12-04-2025
20250411100052783,9,green,12-04-2025
20250411100052782,5,green / violet,12-04-2025
20250411100052781,5,green / violet,12-04-2025
20250411100052780,9,green,12-04-2025
20250411100052779,6,red,12-04-2025
20250411100052778,8,red,12-04-2025
20250411100052777,3,green,12-04-2025
20250411100052776,4,red,12-04-2025
20250411100052775,7,green,12-04-2025
20250411100052774,8,red,12-04-2025
20250411100052773,5,green / violet,12-04-2025
20250411100052772,9,green,12-04-2025
20250411100052771,5,green / violet,12-04-2025
20250411100052770,1,green,12-04-2025
20250411100052769,7,green,12-04-2025
20250411100052768,2,red,12-04-2025
20250411100052767,5,green / violet,12-04-2025
20250411100052766,3,green,12-04-2025
20250411100052765,8,red,12-04-2025
20250411100052764,2,red,12-04-2025
20250411100052763,2,red,12-04-2025
20250411100052762,1,green,12-04-2025
20250411100052761,5,green / violet,12-04-2025
20250411100052760,2,red,12-04-2025
20250411100052759,7,green,12-04-2025
20250411100052758,5,green / violet,12-04-2025
20250411100052757,5,green / violet,12-04-2025
20250411100052756,9,green,12-04-2025
20250411100052755,3,green,12-04-2025
20250411100052754,7,green,12-04-2025
20250411100052753,9,green,12-04-2025
20250411100052752,9,green,12-04-2025
20250411100052751,0,red / violet,12-04-2025
20250411100052750,5,green / violet,12-04-2025
20250411100052749,5,green / violet,12-04-2025
20250411100052748,7,green,12-04-2025
20250411100052747,8,red,12-04-2025
20250411100052746,5,green / violet,12-04-2025
20250411100052745,1,green,12-04-2025
20250411100052744,4,red,12-04-2025
20250411100052743,8,red,12-04-2025
20250411100052742,0,red / violet,12-04-2025
20250411100052741,8,red,12-04-2025
20250411100052740,4,red,12-04-2025
20250411100052739,1,green,12-04-2025
20250411100052738,2,red,12-04-2025
20250411100052737,6,red,12-04-2025
20250411100052736,1,green,12-04-2025
20250411100052735,4,red,12-04-2025
20250411100052734,6,red,12-04-2025
20250411100052733,3,green,12-04-2025
20250411100052732,4,red,12-04-2025
20250411100052731,8,red,12-04-2025
20250411100052730,1,green,12-04-2025
20250411100052729,2,red,12-04-2025
20250411100052728,3,green,12-04-2025
20250411100052727,7,green,12-04-2025
20250411100052726,8,red,12-04-2025
20250411100052725,4,red,12-04-2025
20250411100052724,7,green,12-04-2025
20250411100052723,8,red,12-04-2025
20250411100052722,6,red,12-04-2025
20250411100052721,7,green,12-04-2025
20250411100052720,5,green / violet,12-04-2025
20250411100052719,1,green,12-04-2025
20250411100052718,0,red / violet,12-04-2025
20250411100052717,2,red,12-04-2025
20250411100052716,3,green,12-04-2025
20250411100052715,6,red,12-04-2025
20250411100052714,3,green,12-04-2025
20250411100052713,9,green,12-04-2025
20250411100052712,5,green / violet,12-04-2025
20250411100052711,0,red / violet,12-04-2025
20250411100052710,0,red / violet,12-04-2025
20250411100052709,7,green,12-04-2025
20250411100052708,7,green,12-04-2025
20250411100052707,2,red,12-04-2025
20250411100052706,5,green / violet,12-04-2025
20250411100052705,0,red / violet,12-04-2025
20250411100052704,4,red,12-04-2025
20250411100052703,9,green,12-04-2025
20250411100052702,0,red / violet,12-04-2025
20250411100052701,5,green / violet,12-04-2025
20250411100052700,2,red,12-04-2025
20250411100052699,4,red,12-04-2025
20250411100052698,6,red,12-04-2025
20250411100052697,3,green,12-04-2025
20250411100052696,3,green,12-04-2025
20250411100052695,6,red,12-04-2025
20250411100052694,0,red / violet,12-04-2025
20250411100052693,2,red,12-04-2025
20250411100052692,9,green,12-04-2025
20250411100052691,9,green,12-04-2025
20250411100052690,8,red,12-04-2025
20250411100052689,7,green,12-04-2025
20250411100052688,9,green,12-04-2025
20250411100052687,8,red,12-04-2025
20250411100052686,6,red,12-04-2025
20250411100052685,5,green / violet,12-04-2025
20250411100052684,4,red,12-04-2025
20250411100052683,5,green / violet,12-04-2025
20250411100052682,2,red,12-04-2025
20250411100052681,4,red,12-04-2025
20250411100052680,6,red,12-04-2025
20250411100052679,4,red,12-04-2025
20250411100052678,7,green,12-04-2025
20250411100052677,5,green / violet,12-04-2025
20250411100052676,0,red / violet,12-04-2025
20250411100052675,0,red / violet,12-04-2025
20250411100052674,7,green,12-04-2025
20250411100052673,3,green,12-04-2025
20250411100052672,7,green,12-04-2025
20250411100052671,8,red,12-04-2025
20250411100052670,3,green,12-04-2025
20250411100052669,6,red,12-04-2025
20250411100052668,2,red,12-04-2025
20250411100052667,4,red,12-04-2025
20250411100052666,4,red,12-04-2025
20250411100052665,6,red,12-04-2025
20250411100052664,0,red / violet,12-04-2025
20250411100052663,0,red / violet,12-04-2025
20250411100052662,7,green,12-04-2025
20250411100052661,7,green,12-04-2025
20250411100052660,1,green,12-04-2025
20250411100052659,1,green,12-04-2025
20250411100052658,6,red,12-04-2025
20250411100052657,8,red,12-04-2025
20250411100052656,4,red,12-04-2025
20250411100052655,4,red,12-04-2025
20250411100052654,2,red,12-04-2025
20250411100052653,2,red,12-04-2025
20250411100052652,4,red,12-04-2025
20250411100052651,9,green,12-04-2025
20250411100052650,1,green,12-04-2025
20250411100052649,4,red,12-04-2025
20250411100052648,7,green,12-04-2025
20250411100052647,4,red,12-04-2025
20250411100052646,5,green / violet,12-04-2025
20250411100052645,6,red,12-04-2025
20250411100052644,4,red,12-04-2025
20250411100052643,8,red,12-04-2025
20250411100052642,6,red,12-04-2025
20250411100052641,3,green,12-04-2025
20250411100052640,6,red,12-04-2025
20250411100052639,3,green,12-04-2025
20250411100052638,8,red,12-04-2025
20250411100052637,5,green / violet,12-04-2025
20250411100052636,9,green,12-04-2025
20250411100052635,3,green,12-04-2025
20250411100052634,0,red / violet,12-04-2025
20250411100052633,2,red,12-04-2025
20250411100052632,6,red,12-04-2025
20250411100052631,3,green,12-04-2025
20250411100052630,2,red,12-04-2025
20250411100052629,5,green / violet,12-04-2025
20250411100052628,9,green,12-04-2025
20250411100052627,7,green,12-04-2025
20250411100052626,0,red / violet,12-04-2025
20250411100052625,0,red / violet,12-04-2025
20250411100052624,8,red,12-04-2025
20250411100052623,8,red,12-04-2025
20250411100052622,3,green,12-04-2025
20250411100052621,3,green,12-04-2025
20250411100052620,2,red,12-04-2025
20250411100052619,0,red / violet,12-04-2025
20250411100052618,5,green / violet,12-04-2025
20250411100052617,5,green / violet,12-04-2025
20250411100052616,0,red / violet,12-04-2025
20250411100052615,8,red,12-04-2025
20250411100052614,9,green,12-04-2025
20250411100052613,8,red,12-04-2025
20250411100052612,1,green,12-04-2025
20250411100052611,8,red,12-04-2025
20250411100052610,9,green,12-04-2025
20250411100052609,0,red / violet,12-04-2025
20250411100052608,5,green / violet,12-04-2025
20250411100052607,0,red / violet,12-04-2025
20250411100052606,4,red,12-04-2025
20250411100052605,8,red,12-04-2025
20250411100052604,5,green / violet,12-04-2025
20250411100052603,3,green,12-04-2025
20250411100052602,2,red,12-04-2025
20250411100052601,9,green,12-04-2025
20250411100052600,8,red,12-04-2025
20250411100052599,7,green,12-04-2025
20250411100052598,4,red,12-04-2025
20250411100052597,0,red / violet,12-04-2025
20250411100052596,4,red,12-04-2025
20250411100052595,6,red,12-04-2025
20250411100052594,8,red,12-04-2025
20250411100052593,7,green,12-04-2025
20250411100052592,2,red,12-04-2025
20250411100052591,4,red,12-04-2025
20250411100052590,7,green,12-04-2025
20250411100052589,5,green / violet,12-04-2025
20250411100052588,3,green,12-04-2025
20250411100052587,9,green,12-04-2025
20250411100052586,6,red,12-04-2025
20250411100052585,7,green,12-04-2025
20250411100052584,0,red / violet,12-04-2025
20250411100052583,9,green,12-04-2025
20250411100052582,5,green / violet,12-04-2025
20250411100052581,5,green / violet,12-04-2025
20250411100052580,6,red,12-04-2025
20250411100052579,7,green,12-04-2025
20250411100052578,9,green,12-04-2025
20250411100052577,0,red / violet,12-04-2025
20250411100052576,3,green,12-04-2025
20250411100052575,0,red / violet,12-04-2025
20250411100052574,4,red,12-04-2025
20250411100052573,8,red,12-04-2025
20250411100052572,2,red,12-04-2025
20250411100052571,5,green / violet,12-04-2025
20250411100052570,9,green,12-04-2025
20250411100052569,8,red,12-04-2025
20250411100052568,2,red,12-04-2025
20250411100052567,4,red,12-04-2025
20250411100052566,0,red / violet,12-04-2025
20250411100052565,8,red,12-04-2025
20250411100052564,1,green,12-04-2025
20250411100052563,3,green,12-04-2025
20250411100052562,3,green,12-04-2025
20250411100052561,0,red / violet,12-04-2025
20250411100052560,6,red,12-04-2025
20250411100052559,6,red,12-04-2025
20250411100052558,8,red,12-04-2025
20250411100052557,7,green,12-04-2025
20250411100052556,8,red,12-04-2025
20250411100052555,8,red,12-04-2025
20250411100052554,0,red / violet,12-04-2025
20250411100052553,1,green,12-04-2025
20250411100052552,7,green,12-04-2025
20250411100052551,5,green / violet,12-04-2025
20250411100052550,9,green,12-04-2025
20250411100052549,7,green,12-04-2025
20250411100052548,8,red,12-04-2025
20250411100052547,6,red,12-04-2025
20250411100052546,0,red / violet,12-04-2025
20250411100052545,6,red,12-04-2025
20250411100052544,4,red,12-04-2025
20250411100052543,0,red / violet,12-04-2025
20250411100052542,3,green,12-04-2025
20250411100052541,9,green,12-04-2025
20250411100052540,9,green,12-04-2025
20250411100052539,0,red / violet,12-04-2025
20250411100052538,6,red,12-04-2025
20250411100052537,8,red,12-04-2025
20250411100052536,0,red / violet,12-04-2025
20250411100052535,9,green,12-04-2025
20250411100052534,8,red,12-04-2025
20250411100052533,0,red / violet,12-04-2025
20250411100052532,7,green,12-04-2025
20250411100052531,4,red,12-04-2025
20250411100052530,7,green,12-04-2025
20250411100052529,5,green / violet,12-04-2025
20250411100052528,3,green,12-04-2025
20250411100052527,5,green / violet,12-04-2025
20250411100052526,9,green,12-04-2025
20250411100052525,6,red,12-04-2025
20250411100052524,9,green,12-04-2025
20250411100052523,7,green,12-04-2025
20250411100052522,4,red,12-04-2025
20250411100052521,3,green,12-04-2025
20250411100052520,5,green / violet,12-04-2025
20250411100052519,0,red / violet,12-04-2025
20250411100052518,1,green,12-04-2025
20250411100052517,6,red,12-04-2025
20250411100052516,3,green,12-04-2025
20250411100052515,9,green,12-04-2025
20250411100052514,0,red / violet,12-04-2025
20250411100052513,1,green,12-04-2025
20250411100052512,7,green,12-04-2025
20250411100052511,1,green,12-04-2025
20250411100052510,8,red,12-04-2025
20250411100052509,1,green,12-04-2025
20250411100052508,0,red / violet,12-04-2025
20250411100052507,8,red,12-04-2025
20250411100052506,5,green / violet,12-04-2025
20250411100052505,3,green,12-04-2025
20250411100052504,1,green,12-04-2025
20250411100052503,2,red,12-04-2025
20250411100052502,5,green / violet,12-04-2025
20250411100052501,0,red / violet,12-04-2025
20250411100052500,1,green,12-04-2025
20250411100052499,8,red,12-04-2025
20250411100052498,4,red,12-04-2025
20250411100052497,1,green,12-04-2025
20250411100052496,8,red,12-04-2025
20250411100052495,2,red,12-04-2025
20250411100052494,8,red,12-04-2025
20250411100052493,8,red,12-04-2025
20250411100052492,5,green / violet,12-04-2025
20250411100052491,2,red,12-04-2025
20250411100052490,1,green,12-04-2025
20250411100052489,1,green,12-04-2025
20250411100052488,7,green,12-04-2025
20250411100052487,4,red,12-04-2025
20250411100052486,9,green,12-04-2025
20250411100052485,5,green / violet,12-04-2025
20250411100052484,2,red,12-04-2025
20250411100052483,8,red,12-04-2025
20250411100052482,9,green,12-04-2025
20250411100052481,1,green,12-04-2025
20250411100052480,9,green,12-04-2025
20250411100052479,2,red,12-04-2025
20250411100052478,8,red,12-04-2025
20250411100052477,2,red,12-04-2025
20250411100052476,1,green,12-04-2025
20250411100052475,5,green / violet,12-04-2025
20250411100052474,5,green / violet,12-04-2025
20250411100052473,4,red,12-04-2025
20250411100052472,2,red,12-04-2025
20250411100052471,4,red,12-04-2025
20250411100052470,3,green,12-04-2025
20250411100052469,2,red,12-04-2025
20250411100052468,0,red / violet,12-04-2025
20250411100052467,7,green,12-04-2025
20250411100052466,5,green / violet,12-04-2025
20250411100052465,8,red,12-04-2025
20250411100052464,2,red,12-04-2025
20250411100052463,6,red,12-04-2025
20250411100052462,1,green,12-04-2025
20250411100052461,4,red,12-04-2025
20250411100052460,4,red,12-04-2025
20250411100052459,8,red,12-04-2025
20250411100052458,6,red,12-04-2025
20250411100052457,9,green,12-04-2025
20250411100052456,9,green,12-04-2025
20250411100052455,1,green,12-04-2025
20250411100052454,0,red / violet,12-04-2025
20250411100052453,3,green,12-04-2025
20250411100052452,5,green / violet,12-04-2025
20250411100052451,1,green,12-04-2025
20250411100052450,7,green,12-04-2025
20250411100052449,7,green,12-04-2025
20250411100052448,0,red / violet,12-04-2025
20250411100052447,1,green,12-04-2025
20250411100052446,8,red,12-04-2025
20250411100052445,7,green,12-04-2025
20250411100052444,4,red,12-04-2025
20250411100052443,9,green,12-04-2025
20250411100052442,9,green,12-04-2025
20250411100052441,0,red / violet,12-04-2025
20250411100052440,1,green,12-04-2025
20250411100052439,2,red,12-04-2025
20250411100052438,3,green,12-04-2025
20250411100052437,6,red,12-04-2025
20250411100052436,7,green,12-04-2025
20250411100052435,9,green,12-04-2025
20250411100052434,3,green,12-04-2025
20250411100052433,8,red,12-04-2025
20250411100052432,1,green,12-04-2025
20250411100052431,8,red,12-04-2025
20250411100052430,6,red,12-04-2025
20250411100052429,0,red / violet,12-04-2025
20250411100052428,8,red,12-04-2025
20250411100052427,1,green,12-04-2025
20250411100052426,0,red / violet,12-04-2025
20250411100052425,5,green / violet,12-04-2025
20250411100052424,4,red,12-04-2025
20250411100052423,7,green,12-04-2025
20250411100052422,8,red,12-04-2025
20250411100052421,7,green,12-04-2025
20250411100052420,6,red,12-04-2025
20250411100052419,0,red / violet,12-04-2025
20250411100052418,8,red,12-04-2025
20250411100052417,8,red,12-04-2025
20250411100052416,1,green,12-04-2025
20250411100052415,0,red / violet,12-04-2025
20250411100052414,4,red,12-04-2025
20250411100052413,7,green,12-04-2025
20250411100052412,6,red,12-04-2025
20250411100052411,8,red,12-04-2025
20250411100052410,2,red,12-04-2025
20250411100052409,1,green,12-04-2025
20250411100052408,0,red / violet,12-04-2025
20250411100052407,0,red / violet,12-04-2025
20250411100052406,1,green,12-04-2025
20250411100052405,3,green,12-04-2025
20250411100052404,8,red,12-04-2025
20250411100052403,3,green,12-04-2025
20250411100052402,7,green,12-04-2025
20250411100052401,4,red,12-04-2025
20250411100052400,5,green / violet,12-04-2025
20250411100052399,5,green / violet,12-04-2025
20250411100052398,2,red,12-04-2025
20250411100052397,3,green,12-04-2025
20250411100052396,5,green / violet,12-04-2025
20250411100052395,1,green,12-04-2025
20250411100052394,5,green / violet,12-04-2025
20250411100052393,1,green,12-04-2025
20250411100052392,2,red,12-04-2025
20250411100052391,6,red,12-04-2025
20250411100052390,9,green,12-04-2025
20250411100052389,2,red,12-04-2025
20250411100052388,0,red / violet,12-04-2025
20250411100052387,4,red,12-04-2025
20250411100052386,4,red,12-04-2025
20250411100052385,7,green,12-04-2025
20250411100052384,0,red / violet,12-04-2025
20250411100052383,9,green,12-04-2025
20250411100052382,9,green,12-04-2025
20250411100052381,5,green / violet,12-04-2025
20250411100052380,4,red,12-04-2025
20250411100052379,3,green,12-04-2025
20250411100052378,6,red,12-04-2025
20250411100052377,7,green,12-04-2025
20250411100052376,5,green / violet,12-04-2025
20250411100052375,2,red,12-04-2025
20250411100052374,8,red,12-04-2025
20250411100052373,9,green,12-04-2025
20250411100052372,0,red / violet,12-04-2025
20250411100052371,0,red / violet,12-04-2025
20250411100052370,7,green,12-04-2025
20250411100052369,4,red,12-04-2025
20250411100052368,1,green,12-04-2025
20250411100052367,6,red,12-04-2025
20250411100052366,6,red,12-04-2025
20250411100052365,9,green,12-04-2025
20250411100052364,3,green,12-04-2025
20250411100052363,3,green,12-04-2025
20250411100052362,3,green,12-04-2025
20250411100052361,7,green,12-04-2025
20250411100052360,4,red,12-04-2025
20250411100052359,0,red / violet,12-04-2025
20250411100052358,3,green,12-04-2025
20250411100052357,3,green,12-04-2025
20250411100052356,8,red,12-04-2025
20250411100052355,9,green,12-04-2025
20250411100052354,7,green,12-04-2025
20250411100052353,0,red / violet,12-04-2025
20250411100052352,9,green,12-04-2025
20250411100052351,7,green,12-04-2025
20250411100052350,4,red,12-04-2025
20250411100052349,2,red,12-04-2025
20250411100052348,4,red,12-04-2025
20250411100052347,9,green,12-04-2025
20250411100052346,9,green,12-04-2025
20250411100052345,5,green / violet,12-04-2025
20250411100052344,6,red,12-04-2025
20250411100052343,5,green / violet,12-04-2025
20250411100052342,3,green,12-04-2025
20250411100052341,3,green,12-04-2025
20250411100052340,0,red / violet,12-04-2025
20250411100052339,4,red,12-04-2025
20250411100052338,1,green,12-04-2025
20250411100052337,7,green,12-04-2025
20250411100052336,4,red,12-04-2025
20250411100052335,4,red,12-04-2025
20250411100052334,5,green / violet,12-04-2025
20250411100052333,9,green,12-04-2025
20250411100052332,8,red,12-04-2025
20250411100052331,0,red / violet,12-04-2025
20250411100052330,8,red,12-04-2025
20250411100052329,5,green / violet,12-04-2025
20250411100052328,8,red,12-04-2025
20250411100052327,7,green,12-04-2025
20250411100052326,1,green,12-04-2025
20250411100052325,9,green,12-04-2025
20250411100052324,7,green,12-04-2025
20250411100052323,0,red / violet,12-04-2025
20250411100052322,7,green,12-04-2025
20250411100052321,6,red,12-04-2025
20250411100052320,0,red / violet,12-04-2025
20250411100052319,4,red,12-04-2025
20250411100052318,3,green,12-04-2025
20250411100052317,3,green,12-04-2025
20250411100052316,2,red,12-04-2025
20250411100052315,6,red,12-04-2025
20250411100052314,4,red,12-04-2025
20250411100052313,7,green,12-04-2025
20250411100052312,8,red,12-04-2025
20250411100052311,4,red,12-04-2025
20250411100052310,7,green,12-04-2025
20250411100052309,3,green,12-04-2025
20250411100052308,4,red,12-04-2025
20250411100052307,2,red,12-04-2025
20250411100052306,6,red,12-04-2025
20250411100052305,6,red,12-04-2025
20250411100052304,7,green,12-04-2025
20250411100052303,0,red / violet,12-04-2025
20250411100052302,9,green,12-04-2025
20250411100052301,5,green / violet,12-04-2025
20250411100052300,6,red,12-04-2025
20250411100052299,4,red,12-04-2025
20250411100052298,3,green,12-04-2025
20250411100052297,7,green,12-04-2025
20250411100052296,7,green,12-04-2025
20250411100052295,0,red / violet,12-04-2025
20250411100052294,8,red,12-04-2025
20250411100052293,2,red,12-04-2025
20250411100052292,4,red,12-04-2025
20250411100052291,3,green,12-04-2025
20250411100052290,6,red,12-04-2025
20250411100052289,3,green,12-04-2025
20250411100052288,8,red,12-04-2025
20250411100052287,3,green,12-04-2025
20250411100052286,3,green,12-04-2025
20250411100052285,1,green,12-04-2025
20250411100052284,7,green,12-04-2025
20250411100052283,4,red,12-04-2025
20250411100052282,3,green,12-04-2025
20250411100052281,7,green,12-04-2025
20250411100052280,4,red,12-04-2025
20250411100052279,1,green,12-04-2025
20250411100052278,1,green,12-04-2025
20250411100052277,4,red,12-04-2025
20250411100052276,0,red / violet,12-04-2025
20250411100052275,3,green,12-04-2025
20250411100052274,1,green,12-04-2025
20250411100052273,4,red,12-04-2025
20250411100052272,4,red,12-04-2025
20250411100052271,0,red / violet,12-04-2025
20250411100052270,6,red,12-04-2025
20250411100052269,0,red / violet,12-04-2025
20250411100052268,7,green,12-04-2025
20250411100052267,7,green,12-04-2025
20250411100052266,9,green,12-04-2025
20250411100052265,9,green,12-04-2025
20250411100052264,9,green,12-04-2025
20250411100052263,8,red,12-04-2025
20250411100052262,2,red,12-04-2025
20250411100052261,5,green / violet,12-04-2025
20250411100052260,2,red,12-04-2025
20250411100052259,1,green,12-04-2025
20250411100052258,8,red,12-04-2025
20250411100052257,9,green,12-04-2025
20250411100052256,2,red,12-04-2025
20250411100052255,1,green,12-04-2025
20250411100052254,2,red,12-04-2025
20250411100052253,6,red,12-04-2025
20250411100052252,0,red / violet,12-04-2025
20250411100052251,8,red,12-04-2025
20250411100052250,1,green,12-04-2025
20250411100052249,7,green,12-04-2025
20250411100052248,8,red,12-04-2025
20250411100052247,1,green,12-04-2025
20250411100052246,1,green,12-04-2025
20250411100052245,6,red,12-04-2025
20250411100052244,5,green / violet,12-04-2025
20250411100052243,7,green,12-04-2025
20250411100052242,0,red / violet,12-04-2025
20250411100052241,5,green / violet,12-04-2025
20250411100052240,5,green / violet,12-04-2025
20250411100052239,9,green,12-04-2025
20250411100052238,3,green,12-04-2025
20250411100052237,9,green,12-04-2025
20250411100052236,0,red / violet,12-04-2025
20250411100052235,3,green,12-04-2025
20250411100052234,6,red,12-04-2025
20250411100052233,6,red,12-04-2025
20250411100052232,9,green,12-04-2025
20250411100052231,3,green,12-04-2025
20250411100052230,1,green,12-04-2025
20250411100052229,7,green,12-04-2025
20250411100052228,9,green,12-04-2025
20250411100052227,5,green / violet,12-04-2025
20250411100052226,0,red / violet,12-04-2025
20250411100052225,3,green,12-04-2025
20250411100052224,6,red,12-04-2025
20250411100052223,8,red,12-04-2025
20250411100052222,8,red,12-04-2025
20250411100052221,1,green,12-04-2025
20250411100052220,5,green / violet,12-04-2025
20250411100052219,6,red,12-04-2025
20250411100052218,0,red / violet,12-04-2025
20250411100052217,0,red / violet,12-04-2025
20250411100052216,1,green,12-04-2025
20250411100052215,5,green / violet,12-04-2025
20250411100052214,1,green,12-04-2025
20250411100052213,4,red,12-04-2025
20250411100052212,7,green,12-04-2025
20250411100052211,0,red / violet,12-04-2025
20250411100052210,8,red,12-04-2025
20250411100052209,5,green / violet,12-04-2025
20250411100052208,0,red / violet,12-04-2025
20250411100052207,4,red,12-04-2025
20250411100052206,1,green,12-04-2025
20250411100052205,9,green,12-04-2025
20250411100052204,1,green,12-04-2025
20250411100052203,7,green,12-04-2025
20250411100052202,5,green / violet,12-04-2025
20250411100052201,2,red,12-04-2025
20250411100052200,8,red,12-04-2025
20250411100052199,3,green,12-04-2025
20250411100052198,8,red,12-04-2025
20250411100052197,7,green,12-04-2025
20250411100052196,3,green,12-04-2025
20250411100052195,4,red,12-04-2025
20250411100052194,5,green / violet,12-04-2025
20250411100052193,4,red,12-04-2025
20250411100052192,9,green,12-04-2025
20250411100052191,3,green,12-04-2025
20250411100052190,1,green,12-04-2025
20250411100052189,2,red,12-04-2025
20250411100052188,6,red,12-04-2025
20250411100052187,8,red,12-04-2025
20250411100052186,1,green,12-04-2025
20250411100052185,7,green,12-04-2025
20250411100052184,2,red,12-04-2025
20250411100052183,3,green,12-04-2025
20250411100052182,4,red,12-04-2025
20250411100052181,1,green,12-04-2025
20250411100052180,6,red,12-04-2025
20250411100052179,9,green,12-04-2025
20250411100052178,7,green,12-04-2025
20250411100052177,8,red,12-04-2025
20250411100052176,2,red,12-04-2025
20250411100052175,6,red,12-04-2025
20250411100052174,3,green,12-04-2025
20250411100052173,3,green,12-04-2025
20250411100052172,6,red,12-04-2025
20250411100052171,5,green / violet,12-04-2025
20250411100052170,5,green / violet,12-04-2025
20250411100052169,3,green,12-04-2025
20250411100052168,3,green,12-04-2025
20250411100052167,1,green,12-04-2025
20250411100052166,1,green,12-04-2025
20250411100052165,5,green / violet,12-04-2025
20250411100052164,0,red / violet,12-04-2025
20250411100052163,7,green,12-04-2025
20250411100052162,6,red,12-04-2025
20250411100052161,5,green / violet,12-04-2025
20250411100052160,6,red,12-04-2025
20250411100052159,4,red,12-04-2025
20250411100052158,6,red,12-04-2025
20250411100052157,7,green,12-04-2025
20250411100052156,0,red / violet,12-04-2025
20250411100052155,0,red / violet,12-04-2025
20250411100052154,3,green,12-04-2025
20250411100052153,1,green,12-04-2025
20250411100052152,3,green,12-04-2025
20250411100052151,7,green,12-04-2025
20250411100052150,3,green,12-04-2025
20250411100052149,2,red,12-04-2025
20250411100052148,0,red / violet,12-04-2025
20250411100052147,6,red,12-04-2025
20250411100052146,8,red,12-04-2025
20250411100052145,5,green / violet,12-04-2025
20250411100052144,3,green,12-04-2025
20250411100052143,5,green / violet,12-04-2025
20250411100052142,2,red,12-04-2025
20250411100052141,7,green,12-04-2025
20250411100052140,1,green,12-04-2025
20250411100052139,4,red,12-04-2025
20250411100052138,3,green,12-04-2025
20250411100052137,2,red,12-04-2025
20250411100052136,7,green,12-04-2025
20250411100052135,9,green,12-04-2025
20250411100052134,1,green,12-04-2025
20250411100052133,6,red,12-04-2025
20250411100052132,8,red,12-04-2025
20250411100052131,0,red / violet,12-04-2025
20250411100052130,5,green / violet,12-04-2025
20250411100052129,9,green,12-04-2025
20250411100052128,4,red,12-04-2025
20250411100052127,0,red / violet,12-04-2025
20250411100052126,8,red,12-04-2025
20250411100052125,8,red,12-04-2025
20250411100052124,3,green,12-04-2025
20250411100052123,1,green,12-04-2025
20250411100052122,5,green / violet,12-04-2025
20250411100052121,9,green,12-04-2025
20250411100052120,7,green,12-04-2025
20250411100052119,2,red,12-04-2025
20250411100052118,8,red,12-04-2025
20250411100052117,7,green,12-04-2025
20250411100052116,8,red,12-04-2025
20250411100052115,6,red,12-04-2025
20250411100052114,4,red,12-04-2025
20250411100052113,9,green,12-04-2025
20250411100052112,5,green / violet,12-04-2025
20250411100052111,9,green,12-04-2025
20250411100052110,9,green,12-04-2025
20250411100052109,5,green / violet,12-04-2025
20250411100052108,4,red,12-04-2025
20250411100052107,7,green,12-04-2025
20250411100052106,8,red,12-04-2025
20250411100052105,1,green,12-04-2025
20250411100052104,8,red,12-04-2025
20250411100052103,8,red,12-04-2025
20250411100052102,7,green,12-04-2025
20250411100052101,7,green,12-04-2025
20250411100052100,8,red,12-04-2025
