period,number,color,date_folder
20250411100052099,0,red / violet,12-04-2025
20250411100052098,3,green,12-04-2025
20250411100052097,2,red,12-04-2025
20250411100052096,8,red,12-04-2025
20250411100052095,0,red / violet,12-04-2025
20250411100052094,7,green,12-04-2025
20250411100052093,6,red,12-04-2025
20250411100052092,8,red,12-04-2025
20250411100052091,9,green,12-04-2025
20250411100052090,4,red,12-04-2025
20250411100052089,5,green / violet,12-04-2025
20250411100052088,4,red,12-04-2025
20250411100052087,0,red / violet,12-04-2025
20250411100052086,1,green,12-04-2025
20250411100052085,8,red,12-04-2025
20250411100052084,1,green,12-04-2025
20250411100052083,0,red / violet,12-04-2025
20250411100052082,4,red,12-04-2025
20250411100052081,7,green,12-04-2025
20250411100052080,2,red,12-04-2025
20250411100052079,3,green,12-04-2025
20250411100052078,4,red,12-04-2025
20250411100052077,0,red / violet,12-04-2025
20250411100052076,4,red,12-04-2025
20250411100052075,3,green,12-04-2025
20250411100052074,7,green,12-04-2025
20250411100052073,6,red,12-04-2025
20250411100052072,2,red,12-04-2025
20250411100052071,5,green / violet,12-04-2025
20250411100052070,2,red,12-04-2025
20250411100052069,8,red,12-04-2025
20250411100052068,9,green,12-04-2025
20250411100052067,0,red / violet,12-04-2025
20250411100052066,7,green,12-04-2025
20250411100052065,3,green,12-04-2025
20250411100052064,1,green,12-04-2025
20250411100052063,9,green,12-04-2025
20250411100052062,5,green / violet,12-04-2025
20250411100052061,2,red,12-04-2025
20250411100052060,4,red,12-04-2025
20250411100052059,1,green,12-04-2025
20250411100052058,5,green / violet,12-04-2025
20250411100052057,4,red,12-04-2025
20250411100052056,0,red / violet,12-04-2025
20250411100052055,6,red,12-04-2025
20250411100052054,6,red,12-04-2025
20250411100052053,7,green,12-04-2025
20250411100052052,4,red,12-04-2025
20250411100052051,7,green,12-04-2025
20250411100052050,8,red,12-04-2025
20250411100052049,2,red,12-04-2025
20250411100052048,6,red,12-04-2025
20250411100052047,5,green / violet,12-04-2025
20250411100052046,7,green,12-04-2025
20250411100052045,5,green / violet,12-04-2025
20250411100052044,7,green,12-04-2025
20250411100052043,8,red,12-04-2025
20250411100052042,0,red / violet,12-04-2025
20250411100052041,3,green,12-04-2025
20250411100052040,6,red,12-04-2025
20250411100052039,3,green,12-04-2025
20250411100052038,3,green,12-04-2025
20250411100052037,5,green / violet,12-04-2025
20250411100052036,8,red,12-04-2025
20250411100052035,3,green,12-04-2025
20250411100052034,9,green,12-04-2025
20250411100052033,1,green,12-04-2025
20250411100052032,8,red,12-04-2025
20250411100052031,6,red,12-04-2025
20250411100052030,0,red / violet,12-04-2025
20250411100052029,5,green / violet,12-04-2025
20250411100052028,0,red / violet,12-04-2025
20250411100052027,6,red,12-04-2025
20250411100052026,6,red,12-04-2025
20250411100052025,8,red,12-04-2025
20250411100052024,3,green,12-04-2025
20250411100052023,3,green,12-04-2025
20250411100052022,1,green,12-04-2025
20250411100052021,3,green,12-04-2025
20250411100052020,9,green,12-04-2025
20250411100052019,8,red,12-04-2025
20250411100052018,8,red,12-04-2025
20250411100052017,4,red,12-04-2025
20250411100052016,5,green / violet,12-04-2025
20250411100052015,3,green,12-04-2025
20250411100052014,7,green,12-04-2025
20250411100052013,1,green,12-04-2025
20250411100052012,1,green,12-04-2025
20250411100052011,2,red,11-04-2025
20250411100052010,7,green,11-04-2025
20250411100052009,0,red / violet,11-04-2025
20250411100052008,8,red,11-04-2025
20250411100052007,2,red,11-04-2025
20250411100052006,7,green,11-04-2025
20250411100052005,7,green,11-04-2025
20250411100052004,1,green,11-04-2025
20250411100052003,3,green,11-04-2025
20250411100052002,0,red / violet,11-04-2025
20250411100052001,5,green / violet,11-04-2025
20250411100052000,1,green,11-04-2025
20250411100051999,4,red,11-04-2025
20250411100051998,9,green,11-04-2025
20250411100051997,6,red,11-04-2025
20250411100051996,1,green,11-04-2025
20250411100051995,7,green,11-04-2025
20250411100051994,4,red,11-04-2025
20250411100051993,9,green,11-04-2025
20250411100051992,6,red,11-04-2025
20250411100051991,1,green,11-04-2025
20250411100051990,7,green,11-04-2025
20250411100051989,8,red,11-04-2025
20250411100051988,2,red,11-04-2025
20250411100051987,6,red,11-04-2025
20250411100051986,1,green,11-04-2025
20250411100051985,9,green,11-04-2025
20250411100051984,9,green,11-04-2025
20250411100051983,0,red / violet,11-04-2025
20250411100051982,0,red / violet,11-04-2025
20250411100051981,7,green,11-04-2025
20250411100051980,7,green,11-04-2025
20250411100051979,5,green / violet,11-04-2025
20250411100051978,3,green,11-04-2025
20250411100051977,6,red,11-04-2025
20250411100051976,0,red / violet,11-04-2025
20250411100051975,9,green,11-04-2025
20250411100051974,5,green / violet,11-04-2025
20250411100051973,0,red / violet,11-04-2025
20250411100051972,1,green,11-04-2025
20250411100051971,0,red / violet,11-04-2025
20250411100051970,3,green,11-04-2025
20250411100051969,5,green / violet,11-04-2025
20250411100051968,5,green / violet,11-04-2025
20250411100051967,3,green,11-04-2025
20250411100051966,9,green,11-04-2025
20250411100051965,7,green,11-04-2025
20250411100051964,5,green / violet,11-04-2025
20250411100051963,7,green,11-04-2025
20250411100051962,8,red,11-04-2025
20250411100051961,9,green,11-04-2025
20250411100051960,8,red,11-04-2025
20250411100051959,9,green,11-04-2025
20250411100051958,8,red,11-04-2025
20250411100051957,4,red,11-04-2025
20250411100051956,5,green / violet,11-04-2025
20250411100051955,1,green,11-04-2025
20250411100051954,0,red / violet,11-04-2025
20250411100051953,8,red,11-04-2025
20250411100051952,7,green,11-04-2025
20250411100051951,6,red,11-04-2025
20250411100051950,7,green,11-04-2025
20250411100051949,9,green,11-04-2025
20250411100051948,7,green,11-04-2025
20250411100051947,6,red,11-04-2025
20250411100051946,8,red,11-04-2025
20250411100051945,9,green,11-04-2025
20250411100051944,4,red,11-04-2025
20250411100051943,0,red / violet,11-04-2025
20250411100051942,6,red,11-04-2025
20250411100051941,2,red,11-04-2025
20250411100051940,9,green,11-04-2025
20250411100051939,1,green,11-04-2025
20250411100051938,1,green,11-04-2025
20250411100051937,4,red,11-04-2025
20250411100051936,9,green,11-04-2025
20250411100051935,3,green,11-04-2025
20250411100051934,7,green,11-04-2025
20250411100051933,7,green,11-04-2025
20250411100051932,4,red,11-04-2025
20250411100051931,1,green,11-04-2025
20250411100051930,8,red,11-04-2025
20250411100051929,6,red,11-04-2025
20250411100051928,5,green / violet,11-04-2025
20250411100051927,3,green,11-04-2025
20250411100051926,3,green,11-04-2025
20250411100051925,8,red,11-04-2025
20250411100051924,7,green,11-04-2025
20250411100051923,4,red,11-04-2025
20250411100051922,9,green,11-04-2025
20250411100051921,9,green,11-04-2025
20250411100051920,3,green,11-04-2025
20250411100051919,1,green,11-04-2025
20250411100051918,7,green,11-04-2025
20250411100051917,5,green / violet,11-04-2025
20250411100051916,9,green,11-04-2025
20250411100051915,2,red,11-04-2025
20250411100051914,7,green,11-04-2025
20250411100051913,5,green / violet,11-04-2025
20250411100051912,2,red,11-04-2025
20250411100051911,3,green,11-04-2025
20250411100051910,9,green,11-04-2025
20250411100051909,0,red / violet,11-04-2025
20250411100051908,0,red / violet,11-04-2025
20250411100051907,0,red / violet,11-04-2025
20250411100051906,9,green,11-04-2025
20250411100051905,5,green / violet,11-04-2025
20250411100051904,6,red,11-04-2025
20250411100051903,2,red,11-04-2025
20250411100051902,5,green / violet,11-04-2025
20250411100051901,0,red / violet,11-04-2025
20250411100051900,4,red,11-04-2025
20250411100051899,9,green,11-04-2025
20250411100051898,6,red,11-04-2025
20250411100051897,2,red,11-04-2025
20250411100051896,4,red,11-04-2025
20250411100051895,2,red,11-04-2025
20250411100051894,2,red,11-04-2025
20250411100051893,3,green,11-04-2025
20250411100051892,0,red / violet,11-04-2025
20250411100051891,1,green,11-04-2025
20250411100051890,9,green,11-04-2025
20250411100051889,7,green,11-04-2025
20250411100051888,6,red,11-04-2025
20250411100051887,8,red,11-04-2025
20250411100051886,2,red,11-04-2025
20250411100051885,8,red,11-04-2025
20250411100051884,2,red,11-04-2025
20250411100051883,4,red,11-04-2025
20250411100051882,5,green / violet,11-04-2025
20250411100051881,6,red,11-04-2025
20250411100051880,8,red,11-04-2025
20250411100051879,6,red,11-04-2025
20250411100051878,5,green / violet,11-04-2025
20250411100051877,8,red,11-04-2025
20250411100051876,3,green,11-04-2025
20250411100051875,3,green,11-04-2025
20250411100051874,6,red,11-04-2025
20250411100051873,8,red,11-04-2025
20250411100051872,4,red,11-04-2025
20250411100051871,6,red,11-04-2025
20250411100051870,9,green,11-04-2025
20250411100051869,2,red,11-04-2025
20250411100051868,2,red,11-04-2025
20250411100051867,4,red,11-04-2025
20250411100051866,4,red,11-04-2025
20250411100051865,6,red,11-04-2025
20250411100051864,5,green / violet,11-04-2025
20250411100051863,2,red,11-04-2025
20250411100051862,8,red,11-04-2025
20250411100051861,0,red / violet,11-04-2025
20250411100051860,2,red,11-04-2025
20250411100051859,0,red / violet,11-04-2025
20250411100051858,5,green / violet,11-04-2025
20250411100051857,3,green,11-04-2025
20250411100051856,1,green,11-04-2025
20250411100051855,3,green,11-04-2025
20250411100051854,2,red,11-04-2025
20250411100051853,3,green,11-04-2025
20250411100051852,6,red,11-04-2025
20250411100051851,6,red,11-04-2025
20250411100051850,3,green,11-04-2025
20250411100051849,6,red,11-04-2025
20250411100051848,8,red,11-04-2025
20250411100051847,8,red,11-04-2025
20250411100051846,3,green,11-04-2025
20250411100051845,7,green,11-04-2025
20250411100051844,0,red / violet,11-04-2025
20250411100051843,6,red,11-04-2025
20250411100051842,7,green,11-04-2025
20250411100051841,4,red,11-04-2025
20250411100051840,1,green,11-04-2025
20250411100051839,4,red,11-04-2025
20250411100051838,4,red,11-04-2025
20250411100051837,5,green / violet,11-04-2025
20250411100051836,0,red / violet,11-04-2025
20250411100051835,4,red,11-04-2025
20250411100051834,0,red / violet,11-04-2025
20250411100051833,3,green,11-04-2025
20250411100051832,3,green,11-04-2025
20250411100051831,0,red / violet,11-04-2025
20250411100051830,1,green,11-04-2025
20250411100051829,2,red,11-04-2025
20250411100051828,9,green,11-04-2025
20250411100051827,8,red,11-04-2025
20250411100051826,0,red / violet,11-04-2025
20250411100051825,0,red / violet,11-04-2025
20250411100051824,6,red,11-04-2025
20250411100051823,0,red / violet,11-04-2025
20250411100051822,5,green / violet,11-04-2025
20250411100051821,7,green,11-04-2025
20250411100051820,6,red,11-04-2025
20250411100051819,9,green,11-04-2025
20250411100051818,4,red,11-04-2025
20250411100051817,0,red / violet,11-04-2025
20250411100051816,2,red,11-04-2025
20250411100051815,5,green / violet,11-04-2025
20250411100051814,9,green,11-04-2025
20250411100051813,5,green / violet,11-04-2025
20250411100051812,7,green,11-04-2025
20250411100051811,1,green,11-04-2025
20250411100051810,7,green,11-04-2025
20250411100051809,9,green,11-04-2025
20250411100051808,2,red,11-04-2025
20250411100051807,5,green / violet,11-04-2025
20250411100051806,3,green,11-04-2025
20250411100051805,9,green,11-04-2025
20250411100051804,2,red,11-04-2025
20250411100051803,5,green / violet,11-04-2025
20250411100051802,5,green / violet,11-04-2025
20250411100051801,1,green,11-04-2025
20250411100051800,0,red / violet,11-04-2025
20250411100051799,8,red,11-04-2025
20250411100051798,1,green,11-04-2025
20250411100051797,1,green,11-04-2025
20250411100051796,5,green / violet,11-04-2025
20250411100051795,1,green,11-04-2025
20250411100051794,9,green,11-04-2025
20250411100051793,7,green,11-04-2025
20250411100051792,7,green,11-04-2025
20250411100051791,3,green,11-04-2025
20250411100051790,2,red,11-04-2025
20250411100051789,1,green,11-04-2025
20250411100051788,9,green,11-04-2025
20250411100051787,1,green,11-04-2025
20250411100051786,6,red,11-04-2025
20250411100051785,8,red,11-04-2025
20250411100051784,6,red,11-04-2025
20250411100051783,8,red,11-04-2025
20250411100051782,5,green / violet,11-04-2025
20250411100051781,4,red,11-04-2025
20250411100051780,7,green,11-04-2025
20250411100051779,8,red,11-04-2025
20250411100051778,9,green,11-04-2025
20250411100051777,4,red,11-04-2025
20250411100051776,5,green / violet,11-04-2025
20250411100051775,5,green / violet,11-04-2025
20250411100051774,7,green,11-04-2025
20250411100051773,6,red,11-04-2025
20250411100051772,1,green,11-04-2025
20250411100051771,3,green,11-04-2025
20250411100051770,7,green,11-04-2025
20250411100051769,5,green / violet,11-04-2025
20250411100051768,0,red / violet,11-04-2025
20250411100051767,0,red / violet,11-04-2025
20250411100051766,1,green,11-04-2025
20250411100051765,8,red,11-04-2025
20250411100051764,0,red / violet,11-04-2025
20250411100051763,2,red,11-04-2025
20250411100051762,8,red,11-04-2025
20250411100051761,6,red,11-04-2025
20250411100051760,3,green,11-04-2025
20250411100051759,3,green,11-04-2025
20250411100051758,5,green / violet,11-04-2025
20250411100051757,6,red,11-04-2025
20250411100051756,0,red / violet,11-04-2025
20250411100051755,0,red / violet,11-04-2025
20250411100051754,7,green,11-04-2025
20250411100051753,8,red,11-04-2025
20250411100051752,5,green / violet,11-04-2025
20250411100051751,3,green,11-04-2025
20250411100051750,0,red / violet,11-04-2025
20250411100051749,5,green / violet,11-04-2025
20250411100051748,9,green,11-04-2025
20250411100051747,1,green,11-04-2025
20250411100051746,2,red,11-04-2025
20250411100051745,2,red,11-04-2025
20250411100051744,4,red,11-04-2025
20250411100051743,5,green / violet,11-04-2025
20250411100051742,4,red,11-04-2025
20250411100051741,0,red / violet,11-04-2025
20250411100051740,7,green,11-04-2025
20250411100051739,0,red / violet,11-04-2025
20250411100051738,6,red,11-04-2025
20250411100051737,1,green,11-04-2025
20250411100051736,8,red,11-04-2025
20250411100051735,0,red / violet,11-04-2025
20250411100051734,3,green,11-04-2025
20250411100051733,6,red,11-04-2025
20250411100051732,0,red / violet,11-04-2025
20250411100051731,7,green,11-04-2025
20250411100051730,4,red,11-04-2025
20250411100051729,5,green / violet,11-04-2025
20250411100051728,7,green,11-04-2025
20250411100051727,7,green,11-04-2025
20250411100051726,2,red,11-04-2025
20250411100051725,1,green,11-04-2025
20250411100051724,3,green,11-04-2025
20250411100051723,3,green,11-04-2025
20250411100051722,2,red,11-04-2025
20250411100051721,4,red,11-04-2025
20250411100051720,0,red / violet,11-04-2025
20250411100051719,4,red,11-04-2025
20250411100051718,1,green,11-04-2025
20250411100051717,4,red,11-04-2025
20250411100051716,7,green,11-04-2025
20250411100051715,3,green,11-04-2025
20250411100051714,0,red / violet,11-04-2025
20250411100051713,8,red,11-04-2025
20250411100051712,2,red,11-04-2025
20250411100051711,1,green,11-04-2025
20250411100051710,6,red,11-04-2025
20250411100051709,9,green,11-04-2025
20250411100051708,7,green,11-04-2025
20250411100051707,6,red,11-04-2025
20250411100051706,7,green,11-04-2025
20250411100051705,7,green,11-04-2025
20250411100051704,9,green,11-04-2025
20250411100051703,8,red,11-04-2025
20250411100051702,9,green,11-04-2025
20250411100051701,3,green,11-04-2025
20250411100051700,8,red,11-04-2025
20250411100051699,9,green,11-04-2025
20250411100051698,6,red,11-04-2025
20250411100051697,8,red,11-04-2025
20250411100051696,2,red,11-04-2025
20250411100051695,3,green,11-04-2025
20250411100051694,5,green / violet,11-04-2025
20250411100051693,2,red,11-04-2025
20250411100051692,6,red,11-04-2025
20250411100051691,4,red,11-04-2025
20250411100051690,7,green,11-04-2025
20250411100051689,4,red,11-04-2025
20250411100051688,9,green,11-04-2025
20250411100051687,0,red / violet,11-04-2025
20250411100051686,5,green / violet,11-04-2025
20250411100051685,2,red,11-04-2025
20250411100051684,5,green / violet,11-04-2025
20250411100051683,9,green,11-04-2025
20250411100051682,2,red,11-04-2025
20250411100051681,1,green,11-04-2025
20250411100051680,3,green,11-04-2025
20250411100051679,4,red,11-04-2025
20250411100051678,0,red / violet,11-04-2025
20250411100051677,6,red,11-04-2025
20250411100051676,9,green,11-04-2025
20250411100051675,8,red,11-04-2025
20250411100051674,9,green,11-04-2025
20250411100051673,5,green / violet,11-04-2025
20250411100051672,1,green,11-04-2025
20250411100051671,2,red,11-04-2025
20250411100051670,7,green,11-04-2025
20250411100051669,6,red,11-04-2025
20250411100051668,6,red,11-04-2025
20250411100051667,7,green,11-04-2025
20250411100051666,8,red,11-04-2025
20250411100051665,5,green / violet,11-04-2025
20250411100051664,5,green / violet,11-04-2025
